Field,Value
"ilkin-overleaf,dependabot[bot]",1
"kbasten,Henry Oswald",1
"mserranom,Jakob Ackermann",1
"tomcoombs87,Tom",1
,
Committer Timezone Distribution,Unique Timezones: 16
Timezone,Commits
+00:00,15338
+01:00,8186
+02:00,617
+03:00,1
+04:00,1
+05:30,1
+08:00,8
+09:00,5
+11:00,2
-02:00,11
-03:00,85
-04:00,313
-05:00,301
-06:00,4
-07:00,3
-08:00,5
,
Contributors Experience,Average across 15931 files: 88.39%
File,Top Contributor Share (%)
services/track-changes/app/coffee/ConcatManager.coffee,100.00
services/track-changes/compressHistory.coffee,100.00
services/track-changes/config/settings.testing.coffee,100.00
services/track-changes/rakefile.rb,100.00
services/track-changes/test/unit/coffee/ConcatManager/ConcatManagerTests.coffee,100.00
services/track-changes/app/coffee/ConversionManager.coffee,100.00
services/track-changes/app/coffee/HistoryBuilder.coffee,100.00
services/track-changes/test/unit/coffee/ConversionManager/ConversionManagerTests.coffee,100.00
services/track-changes/test/unit/coffee/HistoryBuilder/HistoryBuilderTests.coffee,100.00
services/track-changes/app/coffee/HistoryManager.coffee,100.00
